kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;type_gasinstallatie
01GGZ6;Personenauto;AUDI;AUDI A4;20230712;20191126;stationwagen;GRIJS;Niet geregistreerd;4;1583;1683;20050923;20080628;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2035;0;0.09;266;Nee;Nee;Nee;3480;2022;Geen oordeel;05;Ja;2023-07-12T00:00:00.000;2019-11-26T00:00:00.000;2005-09-23T00:00:00.000;2008-06-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8339;5;1984;2035;750;1400;;;e1*2001/116*0151*14;ABGBF1;FM6XE0R8E710GGP;0;C;;;;;
01GHBP;Personenauto;AUDI;AUDI A6;20230722;20191206;stationwagen;GROEN;Niet geregistreerd;6;1545;1645;20001108;20001108;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2120;1;0.07;275;Nee;Nee;Nee;3860;2022;Logisch;00;Ja;2023-07-22T00:00:00.000;2019-12-06T00:00:00.000;2000-11-08T00:00:00.000;2000-11-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;13350;5;2393;2120;750;1700;;;e1*98/14*0051*15;AAMLF1;FAVJG0R92P;0;;0.00;;;;
01GHH4;Personenauto;AUDI;AUDI A3;20230630;20201120;hatchback;GRIJS;Niet geregistreerd;4;1275;1375;20080630;20080630;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op voorwielscherm onder motorkap;1860;0;0.07;258;Nee;Nee;Nee;3130;2022;Logisch;00;Ja;2023-06-30T00:00:00.000;2020-11-20T00:00:00.000;2008-06-30T00:00:00.000;2008-06-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7971;5;1390;1860;680;1200;34453;;e1*2001/116*0217*19;LCAXCF1;FM6AJ007R8P60T40GG;0;B;;;;;
01GHR9;Personenauto;AUDI;AUDI A3;20230720;20220402;hatchback;GRIJS;Niet geregistreerd;4;1220;1320;20080630;20080630;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op voorwielscherm onder motorkap;1805;0;0.06;258;Nee;Nee;Nee;3075;2022;Logisch;00;Ja;2023-07-20T00:00:00.000;2022-04-02T00:00:00.000;2008-06-30T00:00:00.000;2008-06-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5941;5;1595;1805;660;1200;25587;;e1*2001/116*0217*19;LBSEF1;FM5AF006R8P60T40GG;0;D;;;;;
01GHSB;Personenauto;AUDI;AUDI A6;20230711;20140201;sedan;GROEN;Niet geregistreerd;4;1335;1435;20001115;20001115;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1940;1;0.06;275;Nee;Nee;Nee;3280;2022;Logisch;00;Ja;2023-07-11T00:00:00.000;2014-02-01T00:00:00.000;2000-11-15T00:00:00.000;2000-11-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8732;5;1781;1940;710;1300;;;e1*98/14*0051*12;LAQEF1;FM52DMR92N;0;;;;;;
01GHZ2;Personenauto;AUDI;AUDI A4;20231017;20150320;stationwagen;ROOD;Niet geregistreerd;4;1445;1545;20080703;20080703;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2040;0;0.08;282;Nee;Nee;Nee;3410;2022;Geen oordeel;07;Ja;2023-10-17T00:00:00.000;2015-03-20T00:00:00.000;2008-07-03T00:00:00.000;2008-07-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10455;5;1798;2040;750;1300;45894;B8;e1*2001/116*0430*07;ACDHBF1;FM6B1001R8K607MB;0;B;;;;;
01GJL5;Personenauto;AUDI;AUDI A3;20230613;20160217;hatchback;GRIJS;Niet geregistreerd;4;1295;1395;20080722;20080722;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op voorwielscherm onder motorkap;1880;0;0.06;258;Nee;Nee;Nee;3350;2022;Logisch;00;Ja;2023-06-13T00:00:00.000;2016-02-17T00:00:00.000;2008-07-22T00:00:00.000;2008-07-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7061;5;1896;1880;690;1400;29440;;e1*2001/116*0217*19;LBLSF1;FM5A4044R8P60T47GG;0;B;;;;;
01GJS8;Personenauto;AUDI;AUDI A3;20230710;20080703;hatchback;GRIJS;Niet geregistreerd;4;1255;1355;20080703;20080703;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. op voorwielscherm onder motorkap;1840;0;0.06;258;Nee;Nee;Nee;3290;2022;Logisch;00;Ja;2023-07-10T00:00:00.000;2008-07-03T00:00:00.000;2008-07-03T00:00:00.000;2008-07-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7320;5;1896;1840;670;1400;30427;;e1*2001/116*0217*19;LBLSF1;FM5A4044R8P60T27GG;0;B;;;;;
01GJZ4;Personenauto;AUDI;AUDI TT;20230702;20210518;coupe;GRIJS;Niet geregistreerd;4;1235;1335;20080702;20080702;Geen verstrekking in Open Data;Ja;2;4;0;0;418;0;M1;midden tegen schutbord onder motorkap;1660;0;0.11;246;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2023-07-02T00:00:00.000;2021-05-18T00:00:00.000;2008-07-02T00:00:00.000;2008-07-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10449;4;1984;1660;;;42778;;e1*2001/116*0369*01;CBWAF1;FM62Q019R8J60;0;D;;;;;
01GKJ6;Personenauto;AUDI;AUDI A6 ALLROAD QUATTRO;20230515;20190516;stationwagen;BLAUW;Niet geregistreerd;6;1775;1875;20070306;20080711;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2430;0;0.10;285;Nee;Nee;Nee;4330;2022;Geen oordeel;07;Ja;2023-05-15T00:00:00.000;2019-05-16T00:00:00.000;2007-03-06T00:00:00.000;2008-07-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;21131;5;3123;2430;750;1900;;;e1*2001/116*0254*14;HAUKQ1;QA6LF0R4FH90GG;0;F;;;;;
01GKL1;Personenauto;AUDI;A4;20220311;20210717;cabriolet;GRIJS;Niet geregistreerd;4;1515;1615;20030416;20080708;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;schutbord;2020;;0.07;265;Nee;Nee;Nee;;2021;Geen oordeel;05;Ja;2022-03-11T00:00:00.000;2021-07-17T00:00:00.000;2003-04-16T00:00:00.000;2008-07-08T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11520;4;1781;2020;750;1100;;;;;;;;;;;;
01GLBL;Personenauto;AUDI;AUDI A3;20240209;20190930;hatchback;BLAUW;Niet geregistreerd;4;1065;1165;20010111;20010111;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1650;1;0.06;250;Nee;Nee;Nee;2900;2023;Logisch;00;Ja;2024-02-09T00:00:00.000;2019-09-30T00:00:00.000;2001-01-11T00:00:00.000;2001-01-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5610;5;1595;1650;582;1200;;;e1*98/14*0042*15;LAVUF1;FM52K028R8L60T4L;0;C;;;;;
01GLD7;Personenauto;AUDI;A4;20230601;20220519;cabriolet;ZWART;Niet geregistreerd;6;1595;1695;20020523;20080804;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;v. schutbord;2100;;0.10;265;Nee;Nee;Nee;;2022;Geen oordeel;05;Ja;2023-06-01T00:00:00.000;2022-05-19T00:00:00.000;2002-05-23T00:00:00.000;2008-08-04T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;14574;4;2976;2100;750;1700;;;;;;;;;;;;
01GLPF;Personenauto;AUDI;AUDI A2;20231213;20150117;hatchback;BLAUW;Niet geregistreerd;4;870;970;20010112;20010112;Geen verstrekking in Open Data;Ja;4;4;0;0;382;0;M1;midden op steun op bodemplaat v. achterzitting;1380;1;0.06;240;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-12-13T00:00:00.000;2015-01-17T00:00:00.000;2001-01-12T00:00:00.000;2001-01-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5154;4;1390;1380;;;;;e1*98/14*0131*01;LAUAF1;FM52T008R8Z50S4K;0;B;0.00;;;;
01GLT2;Personenauto;AUDI;AUDI A4;20231218;20121222;sedan;BLAUW;Niet geregistreerd;4;1385;1485;20080725;20080725;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;1960;0;0.08;282;Nee;Nee;Nee;3330;2022;Logisch;00;Ja;2023-12-18T00:00:00.000;2012-12-22T00:00:00.000;2008-07-25T00:00:00.000;2008-07-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9257;5;1798;1960;740;1300;41328;B8;e1*2001/116*0430*07;LCDHBF1;FM6B1001R8K607MB;0;B;;;;;
01GNG4;Personenauto;AUDI;AUDI A4;20230904;20190223;stationwagen;GRIJS;Niet geregistreerd;4;1530;1630;20080725;20080725;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2125;0;0.06;282;Nee;Nee;Nee;3895;2023;Logisch;00;Ja;2023-09-04T00:00:00.000;2019-02-23T00:00:00.000;2008-07-25T00:00:00.000;2008-07-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11770;5;1968;2125;750;1700;46550;B8;e1*2001/116*0430*07;ACAGAF1;FAVW0010R8K607MB;0;C;0.00;;;;
01GNT5;Personenauto;AUDI;AUDI A6;20230809;20080804;sedan;ZWART;Niet geregistreerd;4;1525;1625;20080804;20080804;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2130;0;0.08;286;Nee;Nee;Nee;3690;2022;Logisch;00;Ja;2023-08-09T00:00:00.000;2008-08-04T00:00:00.000;2008-08-04T00:00:00.000;2008-08-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11762;5;1984;2130;750;1500;48910;;e1*2001/116*0254*17;LBPJF1;FAVJ00R4F600GG;0;B;;;;;
01GNZ5;Personenauto;AUDI;AUDI A4;20240308;20220527;stationwagen;GRIJS;Niet geregistreerd;4;1485;1585;20080731;20080731;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2080;0;0.07;282;Nee;Nee;Nee;3450;2023;Logisch;00;Ja;2024-03-08T00:00:00.000;2022-05-27T00:00:00.000;2008-07-31T00:00:00.000;2008-07-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10950;5;1798;2080;750;1300;47783;B8;e1*2001/116*0430*07;ACDHBF1;FAVW0020R8K607MB;0;B;;;;;
01GPBL;Personenauto;AUDI;AUDI A2;20240315;20190316;hatchback;BLAUW;Niet geregistreerd;4;870;970;20010125;20010125;Geen verstrekking in Open Data;Ja;4;4;0;0;382;0;M1;midden op steun op bodemplaat v. achterzitting;1410;1;0.06;240;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2024-03-15T00:00:00.000;2019-03-16T00:00:00.000;2001-01-25T00:00:00.000;2001-01-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5178;4;1390;1410;;;;;e1*98/14*0131*02;LAUAF1;FM52T008R8Z50S4I;0;B;;;;;
01GPR2;Personenauto;AUDI;AUDI TT;20240330;20191028;cabriolet;BLAUW;Niet geregistreerd;4;1310;1410;20030925;20080915;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;schutbord motorruimte;1635;;0.08;241;Nee;Nee;Nee;;2023;Geen oordeel;05;Ja;2024-03-30T00:00:00.000;2019-10-28T00:00:00.000;2003-09-25T00:00:00.000;2008-09-15T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10135;2;1781;1635;;;;;;;;;;;;;;
01GPSP;Personenauto;AUDI;AUDI A2;20240309;20150407;hatchback;BLAUW;Niet geregistreerd;4;870;970;20010209;20010209;Geen verstrekking in Open Data;Ja;4;4;0;0;382;0;M1;midden op steun op bodemplaat v. achterzitting;1410;1;0.06;240;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2024-03-09T00:00:00.000;2015-04-07T00:00:00.000;2001-02-09T00:00:00.000;2001-02-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5413;4;1390;1410;;;;;e1*98/14*0131*02;LAUAF1;FM52T008R8Z50S4K;0;B;;;;;
01GPZP;Personenauto;AUDI;AUDI A2;20231207;20170506;hatchback;GROEN;Niet geregistreerd;4;870;970;20010209;20010209;Geen verstrekking in Open Data;Ja;4;4;0;0;382;0;M1;midden op steun op bodemplaat v. achterzitting;1410;1;0.06;240;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-12-07T00:00:00.000;2017-05-06T00:00:00.000;2001-02-09T00:00:00.000;2001-02-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5316;4;1390;1410;;;;;e1*98/14*0131*02;LAUAF1;FM52T008R8Z50S4K;0;B;;;;;
01GSJ1;Personenauto;AUDI;AUDI A6;20240112;20220114;sedan;ZWART;Niet geregistreerd;4;1525;1625;20080828;20080828;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2130;0;0.08;286;Nee;Nee;Nee;3690;2023;Logisch;00;Ja;2024-01-12T00:00:00.000;2022-01-14T00:00:00.000;2008-08-28T00:00:00.000;2008-08-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10720;5;1984;2130;750;1500;44936;;e1*2001/116*0254*17;LBPJF1;FAVJ00R4F600GG;0;B;;;;;
01GSJS;Personenauto;AUDI;AUDI A3;20231123;20220315;hatchback;GRIJS;Niet geregistreerd;4;1065;1165;20010316;20010316;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1650;1;0.06;250;Nee;Nee;Nee;2900;2022;Logisch;00;Ja;2023-11-23T00:00:00.000;2022-03-15T00:00:00.000;2001-03-16T00:00:00.000;2001-03-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;6045;5;1595;1650;582;1200;;;e1*98/14*0042*15;LAVUF1;FM52K028R8L60T4L;0;C;;;;;
01GSK3;Personenauto;AUDI;A3;20240124;20230203;hatchback;ZWART;Niet geregistreerd;4;1530;1630;20070630;20080825;Geen verstrekking in Open Data;Ja;4;4;;;;;M1;r. voorwielscherm;2026;;0.09;258;Nee;Nee;Nee;;2023;Geen oordeel;05;Ja;2024-01-24T00:00:00.000;2023-02-03T00:00:00.000;2007-06-30T00:00:00.000;2008-08-25T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11314;5;1984;2026;;;;;;;;;;;;;;
01GSL4;Personenauto;AUDI;AUDI A4;20230810;20210518;sedan;GRIJS;Niet geregistreerd;4;1425;1525;20080828;20080828;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2000;0;0.08;282;Nee;Nee;Nee;3370;2022;Logisch;00;Ja;2023-08-10T00:00:00.000;2021-05-18T00:00:00.000;2008-08-28T00:00:00.000;2008-08-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10097;5;1798;2000;750;1300;44531;B8;e1*2001/116*0430*07;LCDHBF1;FAVW0020R8K607MB;0;B;;;;;
01GSLN;Personenauto;AUDI;AUDI A2;20231028;20181023;hatchback;BLAUW;Niet geregistreerd;4;870;970;20010309;20010309;Geen verstrekking in Open Data;Ja;4;4;0;0;382;0;M1;midden op steun op bodemplaat v. achterzitting;1380;1;0.06;240;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-10-28T00:00:00.000;2018-10-23T00:00:00.000;2001-03-09T00:00:00.000;2001-03-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;6099;4;1390;1380;;;;;e1*98/14*0131*01;LAUAF1;FM52T008R8Z50S4K;0;B;0.00;;;;
01GSNP;Personenauto;AUDI;AUDI A2;20230425;20070426;hatchback;GROEN;Niet geregistreerd;4;870;970;20010307;20010307;Geen verstrekking in Open Data;Ja;4;4;0;0;382;0;M1;midden op steun op bodemplaat v. achterzitting;1410;1;0.06;240;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-04-25T00:00:00.000;2007-04-26T00:00:00.000;2001-03-07T00:00:00.000;2001-03-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4809;4;1390;1410;;;;;e1*98/14*0131*02;LAUAF1;FM52T008R8Z50S4I;0;B;;;;;
01GSVD;Personenauto;AUDI;AUDI A3;20231001;20110329;hatchback;GRIJS;Niet geregistreerd;4;1065;1165;20010319;20010319;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1650;1;0.06;250;Nee;Nee;Nee;2900;2022;Logisch;00;Ja;2023-10-01T00:00:00.000;2011-03-29T00:00:00.000;2001-03-19T00:00:00.000;2001-03-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5608;5;1595;1650;582;1200;;;e1*98/14*0042*15;LAVUF1;FM52K028R8L60T4L;0;C;;;;;
01GSXT;Personenauto;AUDI;AUDI A2;20230308;20020308;hatchback;GRIJS;Niet geregistreerd;3;965;1065;20010308;20010308;Geen verstrekking in Open Data;Ja;4;4;0;0;382;0;M1;midden op steun op bodemplaat v. achterzitting;1505;1;0.05;240;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-03-08T00:00:00.000;2002-03-08T00:00:00.000;2001-03-08T00:00:00.000;2001-03-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7265;4;1422;1505;;;;;e1*98/14*0131*02;LAMFF1;FM52J064R8Z50S4L;0;B;;;;;
01GTH1;Personenauto;AUDI;AUDI A4;20230525;20220603;sedan;BLAUW;Niet geregistreerd;4;1385;1485;20080905;20080905;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;1960;0;0.08;282;Nee;Nee;Nee;3330;2022;Geen oordeel;07;Ja;2023-05-25T00:00:00.000;2022-06-03T00:00:00.000;2008-09-05T00:00:00.000;2008-09-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9781;5;1798;1960;740;1300;43326;B8;e1*2001/116*0430*07;LCDHBF1;FM6B1001R8K607MB;0;B;;;;;
01GTN4;Personenauto;AUDI;AUDI A3;20230904;20160708;stationwagen;GRIJS;Niet geregistreerd;4;1260;1360;20080905;20080905;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. voorwielscherm;1845;0;0.07;258;Nee;Nee;Nee;3115;2022;Logisch;00;Ja;2023-09-04T00:00:00.000;2016-07-08T00:00:00.000;2008-09-05T00:00:00.000;2008-09-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;6015;5;1390;1845;680;1200;28964;8P;e1*2001/116*0217*20;SCAXCF1;FM6AJ008R8P600GG;0;B;;;;;
